label,x,y,plot_type,plot_num
FLKeys,15582.748778097473,35375.94637015393,path,4
FLKeys,17273.959907022396,35375.94637015393,path,4
FLKeys,19148.71985158501,42025.672285482025,path,4
FLKeys,21226.949346190264,42025.672285482025,path,4
FLKeys,23530.731142240365,52583.10351890174,path,4
FLKeys,26084.54465397663,52583.10351890174,path,4
FLKeys,28915.52607066673,60147.57189554402,path,4
FLKeys,32053.756699024514,60147.57189554402,path,4
FLKeys,35532.58259971779,60147.57189554402,path,4
FLKeys,39388.968914342324,49235.68238723305,path,4
FLKeys,43663.89264785237,33565.27069621839,path,4
FLKeys,48402.778080057025,26863.60368250601,path,4
FLKeys,53655.979432756365,29632.963474584252,path,4
FLKeys,59479.31592121923,39068.10216685697,path,4
FLKeys,65934.66487532646,39068.10216685697,path,4
FLKeys,73090.61923273871,48718.618298195935,path,4
FLKeys,81023.21639044721,48718.618298195935,path,4
FLKeys,89816.74615930398,50379.91420584317,path,4
FLKeys,99564.64640665601,50379.91420584317,path,4
FLKeys,110370.49590395951,47165.25674280945,path,4
FLKeys,122349.11492912796,47165.25674280945,path,4
FLKeys,135627.78531834017,47500.23446453431,path,4
FLKeys,150347.60293127762,47500.23446453431,path,4
FLKeys,166664.97690075045,51443.0888544202,path,4
FLKeys,184753.29159736825,51443.0888544202,path,4
FLKeys,204804.74896887885,52063.809969045215,path,4
FLKeys,227032.4108304167,52908.92039631043,path,4
FLKeys,251672.46280653137,52908.92039631043,path,4
FLKeys,278986.7239810811,52908.92039631043,path,4
FLKeys,309265.42892191216,60646.74408287599,path,4
FLKeys,342830.3116414252,61149.287920578,path,4
FLKeys,380038.0242624312,61149.287920578,path,4
FLKeys,421283.92671519046,67707.6249784107,path,4
FLKeys,467006.2877340216,67707.6249784107,path,4
FLKeys,517690.9417922204,81040.52007668717,path,4
FLKeys,573876.4514587326,81040.52007668717,path,4
FLKeys,636159.830030498,81040.52007668717,path,4
FLKeys,705202.8852477381,102131.54502878206,path,4
FLKeys,781739.2514989402,102131.54502878206,path,4
FLKeys,866582.185237994,128200.37689827512,path,4
FLKeys,960633.2064456596,128200.37689827512,path,4
FLKeys,1064891.6779573914,128200.37689827512,path,4
FLKeys,1180465.4244450734,213766.4967696518,path,4
FLKeys,1308582.5038873523,213766.4967696518,path,4
FLKeys,1450604.2566092703,213766.4967696518,path,4
FLKeys,1608039.770547074,143860.00103662838,path,4
FLKeys,1782561.916442512,143860.00103662838,path,4
FLKeys,1976025.1233526208,143860.00103662838,path,4
FLKeys,2190485.0833531613,143860.00103662838,path,4
FLKeys,2428220.5948129823,143860.00103662838,path,4
FLKeys,2691757.7763405787,340306.9661463756,path,4
MEX_BZ,0.0,521934.52896447014,path,5
MEX_BZ,100.0,521934.52896447014,path,5
MEX_BZ,110.89463799283119,521934.52896447014,path,5
MEX_BZ,122.97620735561067,528558.2137986955,path,5
MEX_BZ,136.37401996431788,528558.2137986955,path,5
MEX_BZ,151.2314757557015,533963.6830585971,path,5
MEX_BZ,167.70759757050146,533963.6830585971,path,5
MEX_BZ,185.97873321228178,536715.9128957075,path,5
MEX_BZ,206.24044293941296,536715.9128957075,path,5
MEX_BZ,228.70959259247357,536467.5630742946,path,5
MEX_BZ,253.62667476030265,536467.5630742946,path,5
MEX_BZ,281.2583828286927,534252.3118156355,path,5
MEX_BZ,311.90046546237005,534252.3118156355,path,5
MEX_BZ,345.88089207245037,531699.5661376289,path,5
MEX_BZ,383.563363150119,531699.5661376289,path,5
MEX_BZ,425.3512030384526,529753.8991298294,path,5
MEX_BZ,471.69167680764434,529753.8991298294,path,5
MEX_BZ,523.0807774381525,528056.3201358714,path,5
MEX_BZ,580.0685345501255,528056.3201358714,path,5
MEX_BZ,643.2649014996827,525742.2702846887,path,5
MEX_BZ,713.3462838530152,525742.2702846887,path,5
MEX_BZ,791.0627791141145,522525.48809323594,path,5
MEX_BZ,877.246205194627,522525.48809323594,path,5
MEX_BZ,972.8190035564307,518604.58655141527,path,5
MEX_BZ,1078.8041123193705,518604.58655141527,path,5
MEX_BZ,1196.3359150083409,513894.27405242686,path,5
MEX_BZ,1326.672382126724,513894.27405242686,path,5
